Id,roberta_neg,roberta_neu,roberta_pos,roberta_polarity,Source,Date,Title,Content,Name,Rating,Version,emotion
76,0.015682509,0.078719109,0.905598342,1,MyPlate Calorie Tracker,2023-01-20,,"Perfect site for tracking your intake of calories, sodium and carbs etc. Only drawback is that you're not allowed to adjust your Calories to 1000 which is my Caloric Goal. Very Easy to use. I highly recommend this app.",A Google user,5,3.5.4(4),approval
77,0.010899146,0.083117232,0.905983567,1,MyPlate Calorie Tracker,2023-01-20,,Perfect app,Fouzia Mok,5,3.5.4(4),admiration
78,0.187282041,0.575516105,0.237201825,1,MyPlate Calorie Tracker,2023-01-18,,"I've used this app for years and recently purchased a watch to track my steps. The watches app is linked to my Google fit account but when MyPlate pulls in the steps it's not calculating the right amount of burned calories. Yesterday I walked over 4,000 steps and it said I burned 14 calories.",Christina Faatz,4,3.5.4(4),neutral
79,0.776429355,0.208938748,0.014631891,0,MyPlate Calorie Tracker,2023-01-18,,I uninstalled this app after about 30 attempts at creating a user name.,Eva Stauffer,1,3.5.4(4),realization
80,0.00195839,0.008210908,0.989830673,1,MyPlate Calorie Tracker,2023-01-18,,Im new but so far its easy. I love it ❤️,Debby White,5,3.5.4(4),love
81,0.002391184,0.009824472,0.987784326,1,MyPlate Calorie Tracker,2023-01-18,,I love my plate it showes me exactly how many steps I take and how much carbs I consume I definitely recommend the app it was worth downloading and trying it out is amazing,Harley Eiler,5,3.5.4(4),admiration
82,0.490961522,0.389824152,0.119214386,0,MyPlate Calorie Tracker,2023-01-18,,"The app is okay but there's room for improvement. When searching food, the items you search for are far down the list and you have to really hunt for basic things like chicken breast, garlic and eggs. Not very user friendly for editing what you ate if it's already added by mistake. minimum 3 clicks-item-delete-confirm) but no batch delete. Will probably look for another app that's more intuitive.",Steven Beck,2,3.5.4(4),optimism
83,0.002704367,0.025503425,0.971792161,1,MyPlate Calorie Tracker,2023-01-17,,Works great!,Aaron Skeens,5,3.5.4(4),admiration
84,0.297135293,0.397905469,0.304959208,1,MyPlate Calorie Tracker,2023-01-16,,Removed the app It works really well on my wife's iphone and not well on my android. After spending more than 15 minutes trying to enter a bowl of acorn squash soup I ate for dinner I gave up and removed the app,Richard,2,,realization
85,0.001677998,0.013905127,0.984416902,1,MyPlate Calorie Tracker,2023-01-16,,Very easy to use . I like it a lot .,Frank Smith,5,3.5.4(4),love
86,0.8178339,0.161884248,0.020281821,0,MyPlate Calorie Tracker,2023-01-15,,"Paid for a month of this app, I've already emailed for a refund two days in - Crashing whenever opening the app - created meals are bugged it will add items twice, then when removing them they might be gone or they might still be there - Miss reporting of calories. There will be a discrepancy of 100-200 calories no matter if I remove the double entries or not, so after entering all items macro and micronutrients into the app, it was a total waste of time because the app can't add accurately.",Zack Perry,1,3.5.4(4),disappointment
87,0.573603868,0.30346036,0.122935794,0,MyPlate Calorie Tracker,2023-01-14,,"Everything is great. However, I am eating 4 stars becuause of the persistent amount of times that I am asked to rate the app. If you were not so persistent about ratings, I would give 5 stars. Until then, please fix this. I do not appreciate seeing the rating question every time I open this app.",mysticgirl 365,4,3.5.4(4),admiration
88,0.718298197,0.238585487,0.04311635,0,MyPlate Calorie Tracker,2023-01-13,,"Opens bar scanner: bar code not found, try again? Yes... Waiting......... Well I guess I'll click out of it. Yeah some how one day it'll register stuff and next day it won't. If you click scan again you'll be waiting 50 years for it NOT to scan anything. Calories are off sometimes by a little, sometimes by a lot.. There's no winning with this app.",staceyxisxhere,1,3.5.4(4),realization
89,0.002004882,0.013200807,0.984794319,1,MyPlate Calorie Tracker,2023-01-12,,Great app so far on day 1,Evan Placido,4,3.5.4(4),admiration
90,0.002699219,0.019373232,0.977927566,1,MyPlate Calorie Tracker,2023-01-11,,Great app!,Michael Cobb,5,3.5.4(4),admiration
91,0.014856583,0.383923858,0.601219594,1,MyPlate Calorie Tracker,2023-01-11,,Ease of use and accurate,Michael Davis,5,3.5.4(4),neutral
92,0.002429034,0.023265099,0.974305868,1,MyPlate Calorie Tracker,2023-01-11,,So far this app delivers what it says. And it ACTUALLY allows you to scan barcodes which makes this so much easier,Barbara Keesler,5,3.5.4(4),approval
93,0.779482305,0.202795744,0.017721936,0,MyPlate Calorie Tracker,2023-01-10,,"Useless for Indians. Biscuit means American biscuits, not the things we have with tea in India. Quantity seems pre determined. I had 2 slices of Cheddar, but I was not able to add more than 1 slice for calorie counting.",U Chatterjee,2,3.5.4(4),neutral
94,0.003306137,0.030878963,0.965814829,1,MyPlate Calorie Tracker,2023-01-10,,"Works great, barcode reader is included free.",Rick Becker,5,3.5.4(4),admiration
95,0.606683016,0.296380192,0.096936777,0,MyPlate Calorie Tracker,2023-01-10,,The UI is pretty. The bar scanner doesn't work. The food directory is small. I have to input nutrition info on so many food items that it's not worth using anymore. I used it for 3 days.,Nik,2,3.5.4(4),admiration
96,0.342706472,0.623503387,0.03379013,0,MyPlate Calorie Tracker,2023-01-08,,Sign up then no option to complete that.,Marcelle Paisley,1,3.5.4(4),disapproval
97,0.009389012,0.083680123,0.906930864,1,MyPlate Calorie Tracker,2023-01-08,,Amazing!,Ash Brock,5,,admiration
98,0.005758286,0.298401386,0.695840359,1,MyPlate Calorie Tracker,2023-01-07,,Easy to use with lg database of foods,Ronald Riggs,5,3.5.4(4),approval
99,0.002046031,0.012623766,0.985330224,1,MyPlate Calorie Tracker,2023-01-05,,This app is phenomenal!,Stanley Chatelain,5,3.5.4(4),admiration
100,0.016057627,0.138941765,0.845000565,1,MyPlate Calorie Tracker,2023-01-05,,Best fitness app other than my fitness pal. I Like than you can add quick calories.,Riley Blalock,5,3.5.4(4),admiration
101,0.011202222,0.204267234,0.78453052,1,MyPlate Calorie Tracker,2023-01-04,,Great for tracking food and keeping accountable.,Christine McQueen,5,3.5.4(4),admiration
102,0.001379063,0.018515319,0.980105579,1,MyPlate Calorie Tracker,2023-01-04,,So far so good. Helping me stay accountable 👍,Long Ngo,5,3.5.4(4),approval
103,0.002571148,0.029022576,0.96840626,1,MyPlate Calorie Tracker,2023-01-04,,"I appreciate the correction. Found it, tried it, loved it. Really helping me. It was suggested by my doctor.",Debra Tobbe,5,3.5.4(4),admiration
104,0.014934164,0.184054554,0.801011264,1,MyPlate Calorie Tracker,2023-01-03,,Easy to use,Boxer Nitro,5,3.5.4(4),neutral
105,0.002068419,0.008136507,0.989795029,1,MyPlate Calorie Tracker,2023-01-03,,Love this app!,Kelly Roberts,5,3.5.4(4),love
106,0.904295325,0.089725353,0.005979407,0,MyPlate Calorie Tracker,2023-01-02,,Not user friendly,Tri-Pod,1,,disapproval
107,0.00833755,0.083822198,0.907840252,1,MyPlate Calorie Tracker,2023-01-02,,Awesome,Anna Dolor (Sandyplains0806),5,3.5.4(4),admiration
108,0.010914227,0.352767706,0.636318088,1,MyPlate Calorie Tracker,2023-01-02,,Helps me drop the pounds I need to drop!,Michael Oehler,5,3.5.4(4),approval
109,0.722777784,0.247405306,0.029816916,0,MyPlate Calorie Tracker,2023-01-02,,"I'm using a plan from my Dr but you won't let met switch the calories to 1,000. Kinda stupid. I'll be moving on to the one he said to use I guess.",Joyce Mccue,2,3.5.4(4),annoyance
110,0.028642217,0.237137675,0.734220028,1,MyPlate Calorie Tracker,2023-01-01,,"It has a nice design, similar to bite snap with functionality though it locks certain things for payment membership. I wish there was a way to create a custom food more quickly. You have to add all calories and nutrients by yourself. It would be nice to add ingredients and it auto populates info. For instance a banana milkshake with oats and hemp hearts. It would be nice if I could hit add ingredient banana and it would automatically add calories and nutrients then I could add ingredient etc",Rafael I Ramos,4,3.5.4(4),desire
111,0.003570296,0.013223503,0.983206213,1,MyPlate Calorie Tracker,2023-01-01,,Love the app,Sarah Gomez,5,3.5.4(4),love
112,0.111629024,0.832875431,0.05549556,0,MyPlate Calorie Tracker,2023-01-01,,Need more database of foods,Latasha Sutton (JustTasha),4,3.5.4(4),desire
113,0.023067659,0.065521352,0.911411047,1,MyPlate Calorie Tracker,2022-12-31,,"The usefulness and versatility of this app is unparalleled without paying a subscription. The ads are there, but not overly intrusive. (I'm looking at YOU, Noom! Your stupid ads moving my ui around even though I was paying!) I love this app for tracking calories, and even being linked to my Google fit data to estimate my calorie expenditure and give me a &quot;net&quot; calorie estimate. The included food libraries have so many good choices to fit what I'm eating (I'm okay with it not being always exact)",Eric Hopper,5,3.5.4(4),admiration
114,0.002978077,0.050243571,0.946778417,1,MyPlate Calorie Tracker,2022-12-30,,"more or less intuitive, which is always great with an app like this.",Joel Mangrum,4,3.5.4(4),admiration
115,0.002929398,0.033162583,0.963908017,1,MyPlate Calorie Tracker,2022-12-27,,So far so good.,Susan McBride Wright,5,3.5.4(4),admiration
116,0.416967988,0.552458525,0.030573545,0,MyPlate Calorie Tracker,2022-12-27,,Gotta pay to use Macro feature,Audra Bell,1,3.5.4(4),approval
117,0.005714319,0.030399764,0.963885963,1,MyPlate Calorie Tracker,2022-12-26,,"Mostly I am super happy with this app I just wish I could switch language within the app instead of having to download it in Spanish from Google play in Spanish, It would also be nice to have a recipe nutrition calculater that would've on this so I didn't have to input a recipe on a nutrition calculator and then put those values in other than that I'm super happy",Rebecca Brabson,4,3.5.4(4),joy
118,0.440370113,0.470381349,0.089248605,0,MyPlate Calorie Tracker,2022-12-24,,I used this for 6 months. It doesn't give the option to not add calories for steps. So I started only using the number of calories consumed until I realized it doesn't add the calories of fruit to the total consumed calories for the day. So I've been eating 100 calories over. Can't depend on this app so switched to another.,Micah Morris,2,,realization
119,0.722440779,0.237247854,0.040311422,0,MyPlate Calorie Tracker,2022-12-24,,"For the third month in a row, my gold status disappears the day before my subscription payment is due. It then charges me and does not update until I email them, and they are back into working days. Last month took four days with no reimbursement for days lost. Today it shut off again, and due to holidays, who knows how long I will be without the gold status working. Find a more reliable app that is synced correctly to Google play store.",Kelly K,1,3.5.4(4),neutral
120,0.072656274,0.875687003,0.051656701,0,MyPlate Calorie Tracker,2022-12-23,,Replaced my fitness pal,Mallory Smith,5,3.5.4(4),neutral
121,0.007736756,0.168559462,0.823703825,1,MyPlate Calorie Tracker,2022-12-23,,Easy to use macros are accurate when using the barcode scanner,Kunt-ry,4,3.5.4(4),approval
122,0.002978689,0.058564752,0.938456595,1,MyPlate Calorie Tracker,2022-12-23,,So far so good. Only have been using it to track my food.,natanael melendez,5,3.5.4(4),admiration
123,0.003050311,0.046705671,0.950244009,1,MyPlate Calorie Tracker,2022-12-22,,Always helpful in tracking my calories. Easy to use and user interface is simple,rachell licu,5,,neutral
124,0.052684061,0.254638523,0.692677438,1,MyPlate Calorie Tracker,2022-12-20,,"Five stars because it is much better than MyFitnessPal, but I do wish there were widgets with the macro nutrients/calorie statuses that I can put on my home screens",Andre L,5,3.5.4(4),desire
125,0.872467637,0.119207539,0.00832481,0,MyPlate Calorie Tracker,2022-12-20,,App crashes each time google fit setup is configured,Gouri,1,3.5.4(4),neutral
126,0.003498304,0.012421515,0.984080136,1,MyPlate Calorie Tracker,2022-12-19,,Great easy to use love it,Mary,5,3.5.4(4),admiration
127,0.004208882,0.066371709,0.929419458,1,MyPlate Calorie Tracker,2022-12-19,,Easy to track your food. Barcode scanner works great.,Jamie Frazier,5,3.5.4(4),admiration
128,0.614157379,0.312643915,0.073198721,0,MyPlate Calorie Tracker,2022-12-18,,"Easy to use and tracking information. 12 /22 I down loaded this year's ago, now I know why I stopped using it. The tracking is limited, this morning as I began to start my process the app would not allow me to add more to my meal list? I logged two items and that was my limit? Moving on, good luck to others.",A Google user,5,3.0.0(2),realization
129,0.049358658,0.168975011,0.781666338,1,MyPlate Calorie Tracker,2022-12-17,,"Premium is a ripoff. Luckily I won't be needing it, the free version is quite nice compared to other calorie counter apps.",Jules S,3,3.5.4(4),approval
130,0.001828265,0.011705005,0.986466706,1,MyPlate Calorie Tracker,2022-12-16,,So far so good!!!!,DeAunte Bethune,5,3.5.4(4),admiration
131,0.005779071,0.014767257,0.979453623,1,MyPlate Calorie Tracker,2022-12-16,,Love this app so far super easy to use I love being able to scan my food in no It doesn't recognize every entry that I have so I have to know the calories in order to make sure I am still on track but most things it does and it's great!,Amanda Muir,5,3.5.4(4),admiration
132,0.016815044,0.144388348,0.838796616,1,MyPlate Calorie Tracker,2022-12-15,,App is easy to use and macros aren't locked behind a pay wall,Joselias Gracian,5,3.5.4(4),approval
133,0.159651667,0.395414829,0.444933504,1,MyPlate Calorie Tracker,2022-12-14,,Great app but does t have the option to use kj.,Joshua Wardle,4,3.5.4(4),admiration
134,0.00156687,0.02242732,0.976005793,1,MyPlate Calorie Tracker,2022-12-14,,One of the best out there!,Tracie Johnson,5,3.5.4(4),admiration
135,0.001498299,0.013487,0.985014737,1,MyPlate Calorie Tracker,2022-12-13,,Great app with a good selection of entrees,Lacordrick Wilson,5,3.5.4(4),admiration
