,Id,roberta_neg,roberta_neu,roberta_pos,roberta_polarity,Source,Date,Title,Content,Name,Rating,Version,emotion,,,
39,40,0.006917893,0.056957319,0.936124802,1,Fast Food Rampage,2020-04-03,,Great game,A Google user,5,1.0.8,admiration,,,
40,41,0.002405712,0.010121293,0.987473011,1,Fast Food Rampage,2020-03-31,,Best game ive ever played it was fun and addicting make a second one,A Google user,5,1.0.8,joy,,,
41,42,0.006917893,0.056957319,0.936124802,1,Fast Food Rampage,2020-03-29,,Great game,A Google user,5,,admiration,,,
42,43,0.011835771,0.040059131,0.948105097,1,Fast Food Rampage,2020-03-18,,"Game is great...for the first day or so. It's just enough to keep you entertained for a couple of minutes after that. It's too repetitive. I with there was more to it, but it is a mobile game after all.",A Google user,3,,admiration,,,
43,44,0.002480519,0.015622222,0.981897295,1,Fast Food Rampage,2020-03-17,,Great game 10/10 100/100,A Google user,5,1.0.8,admiration,,,
44,45,0.643953741,0.337108791,0.01893745,0,Fast Food Rampage,2020-02-09,,McDonald's will do this after vegans take them down,A Google user,5,1.0.8,neutral,,,
45,46,0.001628844,0.006261888,0.992109239,1,Fast Food Rampage,2020-02-06,,Its a really fun game i feel like this game can get even more better if they have online multiplayer and even more skins and weapons i really enjoy this game.,A Google user,5,1.0.8,joy,,,
46,47,0.008846232,0.075487569,0.915666223,1,Fast Food Rampage,2020-02-06,,Good game,A Google user,5,,gratitude,,,
47,48,0.586302578,0.377944976,0.035752438,0,Fast Food Rampage,2020-01-25,,The game never got passed the loading screen it just stays there,A Google user,1,1.0.8,neutral,,,
48,49,0.006034296,0.155504122,0.838461637,1,Fast Food Rampage,2020-01-23,,👌👌👌👌👌👌👌👌,A Google user,5,1.0.8,neutral,,,
49,50,0.013711784,0.226483241,0.759804964,1,Fast Food Rampage,2020-01-13,,Fun,A Google user,5,1.0.8,amusement,,,
50,51,0.008428646,0.134080395,0.857491016,1,Fast Food Rampage,2020-01-01,,Fun and easy,A Google user,5,1.0.8,amusement,,,
51,52,0.00206533,0.017471004,0.980463684,1,Fast Food Rampage,2019-12-20,,Great game highly recommend if you want a quick fun and unique time killer.,A Google user,5,,admiration,,,
52,53,0.901019216,0.092347175,0.006633591,0,Fast Food Rampage,2019-12-19,,I played before now i cant even get in it im stuck on the loading screen.,A Google user,1,,realization,,,
53,54,0.013517017,0.115704097,0.870778859,1,Fast Food Rampage,2019-12-07,,This is a funny game,A Google user,5,1.0.8,amusement,,,
54,55,0.098172486,0.31690681,0.584920645,1,Fast Food Rampage,2019-12-03,,It's a good time killer,A Google user,5,1.0.8,excitement,,,
55,56,0.015902156,0.219672188,0.764425695,1,Fast Food Rampage,2019-11-29,,Cool old school platform game would give it five stars need better aim control,A Google user,4,1.0.8,approval,,,
56,57,0.002278351,0.006446983,0.991274655,1,Fast Food Rampage,2019-11-17,,Really fun game I love it,A Google user,5,1.0.8,joy,,,
57,58,0.007507549,0.033078279,0.959414184,1,Fast Food Rampage,2019-11-12,,YAHOOOOOOOOOOOOOOOOOOOOOOOOOOOOO I GOT EVERYTHING THIS GAME IS splendid,A Google user,5,1.0.8,excitement,,,
58,59,0.040320951,0.171709985,0.787969053,1,Fast Food Rampage,2019-11-02,,"Fun pixel shooter! Old school vibes & fast paced manic gameplay.The burger clown has his revenge on today's vegans.FFR can get a bit challenging, aiming controls aren't the smoothest but it kinda feels appropriate for a clown running around shooting a burger flinging bazooka gun. Crazy goofy fun!",A Google user,5,1.0.8,amusement,,,
59,60,0.002176991,0.05584177,0.941981256,1,Fast Food Rampage,2019-10-26,,Fast and fun gameplay with a good sense of humor.,A Google user,5,1.0.8,joy,,,
60,61,0.353945225,0.270732164,0.37532258,1,Fast Food Rampage,2019-10-15,,Fun arse game!,A Google user,5,1.0.8,amusement,,,
61,62,0.005390464,0.070343852,0.924265742,1,Fast Food Rampage,2019-10-09,,It is funey,A Google user,5,1.0.8,amusement,,,
62,63,0.067132525,0.274133056,0.658734441,1,Fast Food Rampage,2019-09-27,,"Good old fashioned carnage, best shooter app on the store.",A Google user,5,1.0.8,admiration,,,
63,64,0.025715495,0.039002337,0.93528223,1,Fast Food Rampage,2019-09-07,,I love this game. Its fun and has a lot of fast food carnage.,A Google user,5,1.0.8,love,,,
64,65,0.84209156,0.130604684,0.027303763,0,Fast Food Rampage,2019-09-06,,"I was having fun, but then I inexplicably lost all my coins upgrades. That was 50,000 coins worth, just really unhappy",A Google user,1,1.0.8,disappointment,,,
65,66,0.004603637,0.013655883,0.981740475,1,Fast Food Rampage,2019-08-15,,This was the most fun and delicious mass shooting i have ever took part in 🤡,A Google user,5,1.0.8,amusement,,,
66,67,0.021442378,0.204264522,0.774293125,1,Fast Food Rampage,2019-08-12,,"This is a really fun shooting game. Anyway, could you update the controls like when i drag the left analog stick only a little, i want him to walk instead of stopping. You get what i mean right?",A Google user,4,1.0.8,amusement,,,
67,68,0.003631618,0.009578927,0.986789405,1,Fast Food Rampage,2019-08-04,,I LOVE MEAT!!!!!!,A Google user,5,1.0.8,love,,,
68,69,0.006036474,0.081745192,0.912218273,1,Fast Food Rampage,2019-07-27,,it just need no guns and more boss beside the tomato boss then this game will be good and it also need new maps and power up too,A Google user,4,1.0.8,optimism,,,
69,70,0.057428338,0.27954635,0.66302532,1,Fast Food Rampage,2019-07-20,,good,A Google user,5,1.0.8,admiration,,,
70,71,0.094004519,0.623837888,0.28215757,1,Fast Food Rampage,2019-07-11,,awsome,A Google user,5,1.0.8,neutral,,,
71,72,0.007231705,0.024740677,0.968027651,1,Fast Food Rampage,2019-07-09,,I love the game its a great time killer there are 3 things I think should be added 1 a actual grenade/milkshake button 2 the option to use one type of weapon for an intire game 3 more bosses,A Google user,5,1.0.8,love,,,
72,73,0.002351302,0.013276764,0.98437196,1,Fast Food Rampage,2019-07-09,,"This has to be the funnest, fast-paced, yet steady-paced shooter I've played in quite some time! It plays fair, doesn't overcharge you on items, and allows you to have infinite fun! It never gets old!",A Google user,5,1.0.6,amusement,,,
73,74,0.008181974,0.021742707,0.970075309,1,Fast Food Rampage,2019-06-23,,its a great time killer. one of the best games ever. i do think there should be more bosses. not a lot of adds and its a great consept.,A Google user,5,,admiration,,,
74,75,0.491169959,0.457118124,0.051711924,0,Fast Food Rampage,2019-06-17,,RONALD MCDONALD IN REAL LIFE KILLING HIPSTIRS,A Google user,5,,neutral,,,
75,76,0.010814523,0.162136316,0.827049136,1,Fast Food Rampage,2019-06-14,,good my g,A Google user,5,1.0.8,admiration,,,
76,77,0.002162511,0.007259567,0.990577936,1,Fast Food Rampage,2019-06-03,,"Super hella awesome this game takes me back to the good old Snes days and i love the concept to this game it is hilarious and unique and very enjoyable to get into. but I wish this game would get a 3D make over, don't change anything about the game keep it the same just update the graphics to 3D and then release it on STEAM for like ten dollars I would definitely buy this game if was done with 3D graphics. plus I reckon it would look absolutely awesome as well",A Google user,5,1.0.8,joy,,,
77,78,0.018682335,0.138376728,0.842940986,1,Fast Food Rampage,2019-06-03,,it good,A Google user,4,1.0.8,admiration,,,
78,79,0.002288595,0.008191703,0.989519715,1,Fast Food Rampage,2019-05-19,,this game is so amazing,A Google user,5,1.0.8,excitement,,,
79,80,0.00167325,0.00827372,0.990052998,1,Fast Food Rampage,2019-05-11,,this is one of the best mobile games in the world,A Google user,5,1.0.8,admiration,,,
80,81,0.006014761,0.02889793,0.965087295,1,Fast Food Rampage,2019-05-05,,best game in the entire world better than fortnite,A Google user,5,1.0.8,admiration,,,
81,82,0.508192182,0.301333398,0.190474391,0,Fast Food Rampage,2019-04-30,,I love it but the controls get annoying some times,A Google user,4,1.0.8,love,,,
82,83,0.002482838,0.010349375,0.987167776,1,Fast Food Rampage,2019-04-30,,this game is amazing,A Google user,5,1.0.8,excitement,,,
83,84,0.006737047,0.066480495,0.926782429,1,Fast Food Rampage,2019-04-19,,Beautiful,A Google user,5,1.0.8,admiration,,,
84,85,0.013105392,0.103497155,0.88339746,1,Fast Food Rampage,2019-04-18,,Its fun,A Google user,5,1.0.8,joy,,,
85,86,0.777081549,0.204444349,0.01847405,0,Fast Food Rampage,2019-04-01,,The onscreen control sticks are the only major downside. There's no real feedback to how far you're pressing them. But That's usually how it goes with touch screen controls.,A Google user,2,1.0.8,disapproval,,,
86,87,0.241578326,0.572472274,0.1859494,0,Fast Food Rampage,2019-03-22,,jhg,A Google user,5,,neutral,,,
87,88,0.118172124,0.193030015,0.688797891,1,Fast Food Rampage,2019-03-17,,"This is like one of those fake games you see in TV shows except it's real and it's awesome! the controls could be better but they get the job done, and man is it satisfying to see those vegans explode~",A Google user,4,1.0.8,admiration,,,
88,89,0.728115857,0.239600196,0.032283947,0,Fast Food Rampage,2019-03-09,,"I'm using huawei m5 pro, unable to proceed after tutorial, please fix it.",A Google user,1,1.0.8,neutral,,,
89,90,0.149570659,0.568110347,0.28231895,1,Fast Food Rampage,2019-02-16,,FUN,A Google user,5,1.0.8,amusement,,,
90,91,0.006484386,0.037647132,0.955868483,1,Fast Food Rampage,2019-02-11,,Really fun game easy to get the hang of but needs more stuff added.,A Google user,5,1.0.8,approval,,,
91,92,0.001806578,0.009941894,0.988251507,1,Fast Food Rampage,2019-02-01,,It's a great game that really teaches me who is in the right when we talk about politics and our food service at Thanksgiving love it thanks,A Google user,5,1.0.8,admiration,,,
92,93,0.011035094,0.093988508,0.894976377,1,Fast Food Rampage,2019-01-13,,nice game,A Google user,5,1.0.8,admiration,,,
93,94,0.00251246,0.006392349,0.991095185,1,Fast Food Rampage,2018-12-30,,this is the best game.ever!!!!,A Google user,5,1.0.8,admiration,,,
94,95,0.003779744,0.02938371,0.966836512,1,Fast Food Rampage,2018-12-29,,This game is awesome it's super cool but you should add the power of fast food as the final unlockable weapon and what it does is that it lets you switch between weapons and they all fire super fast and no cannon/gun appears for the weapon you just throw the food,A Google user,5,1.0.8,admiration,,,
95,96,0.008278287,0.026217761,0.965503931,1,Fast Food Rampage,2018-12-16,,I love it,A Google user,5,1.0.8,love,,,
96,97,0.403327942,0.389538407,0.20713374,0,Fast Food Rampage,2018-12-10,,Love it.But...im dont like hamburgers that much well...kinda.,A Google user,5,1.0.8,love,,,
97,98,0.004228721,0.012011489,0.983759761,1,Fast Food Rampage,2018-12-08,,Love this game,A Google user,5,1.0.8,love,,,
98,99,0.187941894,0.68019402,0.131864041,0,Fast Food Rampage,2018-12-04,,Its just like minecraft,A Google user,5,1.0.8,neutral,,,
99,100,0.001843138,0.062268723,0.935888171,1,Fast Food Rampage,2018-11-18,,FAST FOOD RAMPAGE!!! 10/10,A Google user,5,1.0.8,neutral,,,
100,101,0.003492124,0.015261527,0.981246293,1,Fast Food Rampage,2018-11-18,,"I think this game Definitely Deserves so more content, it's very fun also a good time killer but. It would be awesome to have more bosses, weapons, But overall this game is freaking fun",A Google user,4,,joy,,,
101,102,0.00833755,0.083822198,0.907840252,1,Fast Food Rampage,2018-11-13,,Awesome,A Google user,5,1.0.8,admiration,,,
102,103,0.001576413,0.014051919,0.984371722,1,Fast Food Rampage,2018-11-12,,"It's great, also has bosses which adds to the game",A Google user,3,1.0.8,admiration,,,
103,104,0.590796113,0.327367634,0.081836313,0,Fast Food Rampage,2018-11-12,,fast food rampage is goood but i dont have any apps and games alll i deleted and i can t download alll games in tye gogels play store pls fix this i need video games report gogels play store now you to gogels i say : hey gogels i cant download any thing any games pls fix ok,A Google user,1,,neutral,,,
104,105,0.001881017,0.023708977,0.974409997,1,Fast Food Rampage,2018-11-08,,I really like the style of art and graphics,A Google user,5,,love,,,
105,106,0.030764576,0.174824297,0.794411123,1,Fast Food Rampage,2018-11-04,,So cool but why code carts,A Google user,5,1.0.8,confusion,,,
106,107,0.08979167,0.66619122,0.244017065,1,Fast Food Rampage,2018-11-03,,Mashed made this game,A Google user,5,1.0.8,neutral,,,
107,108,0.770958006,0.215423048,0.01361902,0,Fast Food Rampage,2018-10-31,,Some things wont hit and sometimes it wont save.,A Google user,4,1.0.8,neutral,,,
108,109,0.010670454,0.112340763,0.876988769,1,Fast Food Rampage,2018-10-24,,Dis is perfection😚👌,A Google user,5,,neutral,,,
109,110,0.328108191,0.448027939,0.22386384,0,Fast Food Rampage,2018-10-21,,Its videos are good. I just don't get why the vegans can't remove the meat and eat the vegetables with the bread,A Google user,5,1.0.8,admiration,,,
110,111,0.002119494,0.007164763,0.990715742,1,Fast Food Rampage,2018-10-18,,Is amazing I'm addicted to it!!!!😁🤡🍔🍟,A Google user,5,1.0.8,excitement,,,
111,112,0.481907219,0.410047084,0.108045697,0,Fast Food Rampage,2018-10-09,,Coooooooooolll,A Google user,5,1.0.8,neutral,,,
112,113,0.003829337,0.034763582,0.961407125,1,Fast Food Rampage,2018-10-01,,Good game 10/10,A Google user,5,1.0.8,gratitude,,,
113,114,0.002196535,0.009205635,0.988597751,1,Fast Food Rampage,2018-09-30,,This game is fantastic and different from other games so 5 stars from me,A Google user,5,1.0.8,excitement,,,
114,115,0.008278287,0.026217761,0.965503931,1,Fast Food Rampage,2018-09-14,,I love it,A Google user,5,1.0.8,love,,,
115,116,0.00207905,0.009173544,0.988747418,1,Fast Food Rampage,2018-09-14,,Love this game give it a 10/10,A Google user,5,1.0.8,love,,,
116,117,0.013711784,0.226483241,0.759804964,1,Fast Food Rampage,2018-08-31,,Fun,A Google user,5,1.0.8,amusement,,,
117,118,0.454079628,0.330734044,0.215186298,0,Fast Food Rampage,2018-08-28,,This game is vegan killer! ;),A Google user,5,1.0.8,disgust,,,
118,119,0.002221823,0.008072933,0.989705265,1,Fast Food Rampage,2018-08-27,,LOVE IT ITS SO NEW AND GOOD,A Google user,5,,love,,,
119,120,0.97781074,0.019837497,0.002351765,0,Fast Food Rampage,2018-08-25,,So much bugs with this game it does not give you gems on hardcore it only gives you a couple of coins the game keeps on muting itself without me touching the mute button so many ads with this game so I don't recommend it,A Google user,2,1.0.8,disapproval,,,
120,121,0.111869007,0.707640409,0.180490538,1,Fast Food Rampage,2018-08-24,,Kiss,A Google user,5,,neutral,,,
121,122,0.124935746,0.663669229,0.211395025,1,Fast Food Rampage,2018-08-21,,EXTREMLY GOOFY I MEAN VEGITARIANS VS PENNIWISE THE OBESE CLOWN XD,A Google user,5,1.0.8,neutral,,,
122,123,0.004361586,0.022577558,0.973060906,1,Fast Food Rampage,2018-08-15,,Best game ever,A Google user,5,1.0.8,admiration,,,
123,124,0.014571379,0.064902581,0.920526028,1,Fast Food Rampage,2018-08-14,,Love it,A Google user,5,1.0.8,love,,,
124,125,0.003327999,0.03076403,0.965907931,1,Fast Food Rampage,2018-08-12,,It was fun and funny,A Google user,5,1.0.8,amusement,,,
125,126,0.006098342,0.025180649,0.968721032,1,Fast Food Rampage,2018-08-11,,Loved it,A Google user,5,,love,,,
126,127,0.008706154,0.139688849,0.851604998,1,Fast Food Rampage,2018-08-09,,It's awsome,A Google user,5,1.0.8,disgust,,,
127,128,0.008846232,0.075487569,0.915666223,1,Fast Food Rampage,2018-08-09,,Good game,A Google user,5,1.0.8,gratitude,,,
128,129,0.45653075,0.369939953,0.173529282,0,Fast Food Rampage,2018-08-07,,It is fun to kill people with ham bargers,A Google user,5,1.0.8,amusement,,,
129,130,0.004503846,0.017054884,0.978441298,1,Fast Food Rampage,2018-08-05,,"Great time waster and stress reliefer.Its the most fun game ever and the sounds and pixels make it hilarious and creative.You probe get this a lot but old but please add more outfits and cosmetics for ur gun like a glitter burger launcher or something,thank you.",A Google user,5,1.0.8,admiration,,,
130,131,0.345636994,0.509360254,0.145002797,0,Fast Food Rampage,2018-08-05,,Best time killer,A Google user,5,1.0.8,admiration,,,
131,132,0.016617339,0.16553311,0.817849517,1,Fast Food Rampage,2018-08-02,,Its Fun,A Google user,5,1.0.8,joy,,,
132,133,0.00259197,0.008607536,0.988800526,1,Fast Food Rampage,2018-08-02,,Awesome job guys this game is my second favorite game on the App Store sorry..... 60 seconds is the king of games,A Google user,5,1.0.8,admiration,,,
133,134,0.01835455,0.44307816,0.538567305,1,Fast Food Rampage,2018-07-31,,Hehe boi,A Google user,4,1.0.8,neutral,,,
134,135,0.011906676,0.108889453,0.879203856,1,Fast Food Rampage,2018-07-27,,Nice game,A Google user,3,,admiration,,,
135,136,0.008846232,0.075487569,0.915666223,1,Fast Food Rampage,2018-07-23,,Good game,A Google user,3,1.0.8,gratitude,,,
136,137,0.053935725,0.461345822,0.484718442,1,Fast Food Rampage,2018-07-21,,Perfection,A Google user,5,1.0.8,admiration,,,
137,138,0.683168232,0.292083502,0.024748225,0,Fast Food Rampage,2018-07-21,,Hey can you fix the bug when you get two lunchboxes at the same time and if you get wheels and cola jetpack at the same time it locks you in the air and you have to use milkshakes to attack and the only way to get out you have to get another jetpack,A Google user,5,1.0.8,neutral,,,
138,139,0.144632027,0.612868667,0.242499337,1,Fast Food Rampage,2018-07-20,,Rad,A Google user,5,1.0.8,neutral,,,
139,140,0.006589797,0.154069141,0.839341044,1,Fast Food Rampage,2018-07-20,,I like how you put Ronal McDonald,A Google user,5,1.0.8,love,,,
140,141,0.019142827,0.845363319,0.135493845,1,Fast Food Rampage,2018-07-18,,maybe a online co op mode pvp mode,A Google user,5,1.0.8,neutral,,,
141,142,0.002405852,0.010034184,0.987559974,1,Fast Food Rampage,2018-07-17,,"If i thoght of one word for this game, its AWESOME!",A Google user,5,1.0.8,admiration,,,
142,143,0.008278287,0.026217761,0.965503931,1,Fast Food Rampage,2018-07-16,,I love it,A Google user,5,,love,,,
143,144,0.603028059,0.363329738,0.033642255,0,Fast Food Rampage,2018-07-16,,Its what happens when Mcdonald's goes out of business,A Google user,5,1.0.8,curiosity,,,
144,145,0.002809764,0.024244158,0.972946107,1,Fast Food Rampage,2018-07-14,,This a good game,A Google user,5,1.0.8,admiration,,,
145,146,0.002192975,0.011058782,0.986748219,1,Fast Food Rampage,2018-07-13,,this is my first time rating a game but the reason I did was because it's awesome the graphics are amazing and the controls are the best I would give this a 10 star review if I had the choice to,A Google user,5,1.0.8,admiration,,,
146,147,0.02078845,0.480814606,0.498396903,1,Fast Food Rampage,2018-07-08,,"Short,Sweet,and Simple",A Google user,5,1.0.8,neutral,,,
147,148,0.253989667,0.547148347,0.198861957,0,Fast Food Rampage,2018-07-08,,noice,A Google user,5,1.0.8,neutral,,,
148,149,0.014571379,0.064902581,0.920526028,1,Fast Food Rampage,2018-07-07,,Love it,A Google user,5,1.0.8,love,,,
149,150,0.144014254,0.253344148,0.602641642,1,Fast Food Rampage,2018-07-06,,This is a great time killer!,A Google user,5,1.0.8,admiration,,,
150,151,0.894464552,0.092449419,0.013086007,0,Fast Food Rampage,2018-07-06,,THE GAME KEEPS CRASHING,A Google user,1,,neutral,,,
151,152,0.147501945,0.277663022,0.574835062,1,Fast Food Rampage,2018-07-06,,The controls felt weird at times but other then that great game!,A Google user,4,1.0.8,admiration,,,
152,153,0.002453372,0.009804777,0.987741828,1,Fast Food Rampage,2018-07-05,,Really fun little game to play outside or of you don't have network I really like the game it is fun for like 10 minutes love it 5 stars,A Google user,5,1.0.8,joy,,,
153,154,0.001693281,0.00667725,0.991629422,1,Fast Food Rampage,2018-07-05,,This game is awesome!,A Google user,5,1.0.8,excitement,,,
154,155,0.00187101,0.018379146,0.979749799,1,Fast Food Rampage,2018-07-05,,It's really good you should get,A Google user,5,1.0.8,approval,,,
155,156,0.237695187,0.689826488,0.072478309,0,Fast Food Rampage,2018-07-04,,WHOS HUNGRRRY,A Google user,5,1.0.8,neutral,,,
156,157,0.844338596,0.130791202,0.024870118,0,Fast Food Rampage,2018-07-03,,This game gives me the same goddamn expression that that clown has.,A Google user,5,1.0.8,annoyance,,,
157,158,0.003277944,0.037159916,0.959562123,1,Fast Food Rampage,2018-07-03,,Its fun to play also i saw it in mashed video,A Google user,5,1.0.8,amusement,,,
158,159,0.003553671,0.031733457,0.964712918,1,Fast Food Rampage,2018-07-03,,Best game of all time,A Google user,5,1.0.8,admiration,,,
159,160,0.008846232,0.075487569,0.915666223,1,Fast Food Rampage,2018-07-02,,Good game,A Google user,5,1.0.8,gratitude,,,
160,161,0.325493604,0.581169367,0.093337052,0,Fast Food Rampage,2018-07-02,,Däs is güt,A Google user,5,1.0.8,neutral,,,
161,162,0.669538438,0.233222753,0.097238868,0,Fast Food Rampage,2018-07-02,,It is a great game but the controls are awful,A Google user,5,1.0.8,admiration,,,
162,163,0.002505779,0.067313172,0.930181026,1,Fast Food Rampage,2018-07-02,,Asome and fun,A Google user,5,,amusement,,,
