,Id,roberta_neg,roberta_neu,roberta_pos,roberta_polarity,Source,Date,Title,Content,Name,Rating,Version,emotion,,,
58,59,0.273472965,0.496421218,0.230105773,0,Breakfast Cooking - Kids Game,2022-02-18,,Oo,Ludwig Van,5,1.1.2,neutral,,,
59,60,0.002147748,0.014291515,0.983560801,1,Breakfast Cooking - Kids Game,2022-02-06,,This is a best game,Eshaal Khalid,5,1.1.2,admiration,,,
60,61,0.018449061,0.35134539,0.630205572,1,Breakfast Cooking - Kids Game,2022-02-03,,This game teaches me how to cook,Reynante Catan,5,1.1.2,neutral,,,
61,62,0.060793415,0.329427898,0.609778702,1,Breakfast Cooking - Kids Game,2022-01-29,,Good,Michael Montgomery,5,,admiration,,,
62,63,0.020396855,0.173301443,0.806301713,1,Breakfast Cooking - Kids Game,2022-01-29,,Wow mindblowing,Darlington Zvarevashe,1,,surprise,,,
63,64,0.019508649,0.500616491,0.479874879,1,Breakfast Cooking - Kids Game,2022-01-21,,I think it teaches me how to cook,Kiarah Hasson,1,1.1.2,neutral,,,
64,65,0.057203878,0.153357372,0.789438784,1,Breakfast Cooking - Kids Game,2022-01-17,,Fun and entertaining game with 5 second ads. I just wish there were more things to cook.,Liz Johnson,4,,joy,,,
65,66,0.001959836,0.009183655,0.988856494,1,Breakfast Cooking - Kids Game,2022-01-15,,What a good game 🎮 l like it,Kenny Chiku,5,1.1.2,admiration,,,
66,67,0.00173909,0.006762355,0.99149853,1,Breakfast Cooking - Kids Game,2022-01-12,,I love the game but I love the all of the activities on this 🎮,Can Rainey,5,1.1.2,love,,,
67,68,0.006011254,0.052281115,0.941707611,1,Breakfast Cooking - Kids Game,2022-01-02,,Its good,Abosede Adeoye,4,1.1.2,admiration,,,
68,69,0.101613261,0.696549952,0.201836824,1,Breakfast Cooking - Kids Game,2021-12-31,,Breakfast coo Rate this app,Nabilah Nasir,5,1.1.2,neutral,,,
69,70,0.052567642,0.793267488,0.154164866,1,Breakfast Cooking - Kids Game,2021-12-29,,Breakfast cooking,Annalisha Hammock,5,1.1.2,neutral,,,
70,71,0.003813889,0.035578843,0.96060729,1,Breakfast Cooking - Kids Game,2021-12-26,,It's good,Monye Blessing,5,1.1.2,admiration,,,
71,72,0.006734237,0.406837374,0.586428344,1,Breakfast Cooking - Kids Game,2021-12-01,,I'd like to have a campground restaurant With which to play.,chivia Horton,2,1.1.2,desire,,,
72,73,0.02431133,0.32793957,0.647749066,1,Breakfast Cooking - Kids Game,2021-11-24,,Wow,kenny bernard noma,5,1.1.2,surprise,,,
73,74,0.094550192,0.745717704,0.159732118,1,Breakfast Cooking - Kids Game,2021-10-28,,It is supper game,Sri lakshmi,5,1.1.2,neutral,,,
74,75,0.197949752,0.741628408,0.060421836,0,Breakfast Cooking - Kids Game,2021-10-19,,You should have put a intro so people can now what you do when you got on them,Jeremy Perea,3,1.1.2,neutral,,,
75,76,0.006917893,0.056957319,0.936124802,1,Breakfast Cooking - Kids Game,2021-10-01,,Great game,Uswah Shanj,5,1.1.2,admiration,,,
76,77,0.001659415,0.011067729,0.987272918,1,Breakfast Cooking - Kids Game,2021-09-29,,I like this game 😘😘😘😘😘😘,Sasmitarani Ghadei,5,,love,,,
77,78,0.002820181,0.008462509,0.988717318,1,Breakfast Cooking - Kids Game,2021-09-27,,Omg this game is so best i like a food,NOR ADLINA NISA BINTI ABDUL SANI,5,,admiration,,,
78,79,0.052609991,0.308670014,0.638719976,1,Breakfast Cooking - Kids Game,2021-09-27,,nice,Joy Predilla,5,1.1.2,admiration,,,
79,80,0.003586728,0.046387877,0.95002538,1,Breakfast Cooking - Kids Game,2021-09-24,,I like milkshake Very intense gameplay,Matthew Hamel,5,1.1.2,love,,,
80,81,0.941375554,0.050451092,0.008173415,0,Breakfast Cooking - Kids Game,2021-09-19,,THE UPDATE WAS POINTLESS.... YOU STILL CANNOT TAP TO PRETEND EAT THE FOOD!!!! WHAT A WASTE OF TIME AND SPACE ON YOUR PHONE!!!! FART!!!! 🙎🏼💭💩🙅🏼,Im under your bed,1,1.1.2,annoyance,,,
81,82,0.018483875,0.259779096,0.721737027,1,Breakfast Cooking - Kids Game,2021-09-16,,This will make it easier for the company and the company end up being in your office to be the first time a customer wants you and your business partner will be willing and able for the 5th year and today's year is 2021 there must have 500 letters in this grid and you cannot have any integer which is,Barnali Roy Chowdhury,5,1.1.2,excitement,,,
82,83,0.004240335,0.030650474,0.96510911,1,Breakfast Cooking - Kids Game,2021-09-15,,Amazing game fanstastic,Naina Mutha,5,1.1.2,admiration,,,
83,84,0.002721417,0.01919603,0.978082538,1,Breakfast Cooking - Kids Game,2021-09-12,,Because I love ltttttttt,Oyewale Khadija,5,,love,,,
84,85,0.009626087,0.139833793,0.850540161,1,Breakfast Cooking - Kids Game,2021-09-07,,It's good but could you add something new in the game like breakfast muffins 😸,vajid s,5,1.1.2,approval,,,
85,86,0.01206043,0.249036208,0.738903344,1,Breakfast Cooking - Kids Game,2021-09-01,,Because I like to cook,Jeronica Arnold,5,1.1.2,approval,,,
86,87,0.001621361,0.052962791,0.945415854,1,Breakfast Cooking - Kids Game,2021-08-30,,cooking healthy is a good learning game for young children age 3 to 6,Brenda Gladman,5,1.1.2,caring,,,
87,88,0.066171169,0.264000922,0.669827938,1,Breakfast Cooking - Kids Game,2021-08-26,,This game is good and all but you're missing one thing breakfast cookies,bluefire996,3,1.1.2,joy,,,
88,89,0.00380826,0.065076008,0.931115746,1,Breakfast Cooking - Kids Game,2021-08-22,,Its cool,Achilles X2,5,1.1.2,joy,,,
89,90,0.054712184,0.456517011,0.488770843,1,Breakfast Cooking - Kids Game,2021-08-21,,GREAT BUT TO MANY ADS,Lungile Mkhonta,4,1.1.2,admiration,,,
90,91,0.132322818,0.705377877,0.16229929,1,Breakfast Cooking - Kids Game,2021-08-16,,ⓦⓞⓦ,Naledi Sekhoto,5,,neutral,,,
91,92,0.689774334,0.278862447,0.031363215,0,Breakfast Cooking - Kids Game,2021-08-16,,Not much 🙄,Luam Tesfu,1,1.1.1,neutral,,,
92,93,0.975922465,0.020759484,0.003317938,0,Breakfast Cooking - Kids Game,2021-08-12,,"This game is so lame so can u upgade it and, it slow",abby island,1,,neutral,,,
93,94,0.004896413,0.027759677,0.967343926,1,Breakfast Cooking - Kids Game,2021-08-05,,Very good game it's not onlline💚,Crystal's Mashup,5,1.1.1,admiration,,,
94,95,0.4555839,0.336073428,0.208342701,0,Breakfast Cooking - Kids Game,2021-08-03,,I love the game but I dont really like the pancake because it takes so long and all of your hard work for nothing because you dont even eat the food so pls developer or developers change or update it but the rest is excellent.,Jas Buckland,4,1.1.1,admiration,,,
95,96,0.001759782,0.008114939,0.990125299,1,Breakfast Cooking - Kids Game,2021-07-20,,it's the best game ever who ever played it is very lucky 🤣😜,Kupakwashe Nyandoro,5,,joy,,,
96,97,0.423142195,0.403266877,0.173590913,0,Breakfast Cooking - Kids Game,2021-07-12,,I like the game but it is very slow and it has no levels someone 🙏 add levels 🙏,Shakeel Basson,2,1.1.1,love,,,
97,98,0.002656706,0.025218356,0.972124934,1,Breakfast Cooking - Kids Game,2021-07-04,,So far so good,Sipho Gumede,5,1.1.1,joy,,,
98,99,0.884328842,0.087068684,0.028602516,0,Breakfast Cooking - Kids Game,2021-06-26,,SO BORING!!!!!!!!SO MANY ADSSS!!!!!!!!SO SLOW TO LOAD!!!!!!!,Marichu Castillo,1,,excitement,,,
99,100,0.002425146,0.010019105,0.987555802,1,Breakfast Cooking - Kids Game,2021-06-24,,This game is amazing,Aliyah Dialde,5,1.1.1,excitement,,,
100,101,0.001427684,0.01871009,0.979862213,1,Breakfast Cooking - Kids Game,2021-06-21,,Wow is cool,People Games,5,1.1.1,admiration,,,
101,102,0.819885194,0.167087972,0.013026818,0,Breakfast Cooking - Kids Game,2021-06-20,,Too many ads,Jane Gehring,1,1.1.1,neutral,,,
102,103,0.007492173,0.127857804,0.864650011,1,Breakfast Cooking - Kids Game,2021-06-20,,good 2 play,BuTriam Abid,5,1.1.1,admiration,,,
103,104,0.002863216,0.030063489,0.967073262,1,Breakfast Cooking - Kids Game,2021-06-04,,I think it's just as fun so yeah. Also this is my last day of school,Sonally Molly,5,1.1.1,joy,,,
104,105,0.525873065,0.380796105,0.09333083,0,Breakfast Cooking - Kids Game,2021-05-11,,Bad !,Mousumi De,1,1.1.1,disgust,,,
105,106,0.00262292,0.005202755,0.992174387,1,Breakfast Cooking - Kids Game,2021-05-08,,This game is so good i love this game 😍😍😍,Shaheen Fatima,3,1.1.1,love,,,
106,107,0.01529683,0.157842904,0.826860249,1,Breakfast Cooking - Kids Game,2021-05-07,,عالییی😍😍😍😍,Tanin dav,5,1.1.1,neutral,,,
107,108,0.053355142,0.676100612,0.270544291,1,Breakfast Cooking - Kids Game,2021-04-25,,Exellent game,Aaira Khan,5,,neutral,,,
108,109,0.003969572,0.014092286,0.981938124,1,Breakfast Cooking - Kids Game,2021-04-24,,"I love it so much again for you to be home in covid something that you really want to do you can and dreams so this is good to learn and stay home to fake cook on the game it's okay to fake cook everyone knows it's, okay but covet is really serious someone had got stolen 2021 we know this is a hard year but this is something we need to know let us have fun for one more day we love how people help us of our passion we have and Alexis drama dreams of we love all of you have a great day goodbye",pat_. vibes,5,1.1.1,love,,,
109,110,0.001116958,0.012854431,0.986028612,1,Breakfast Cooking - Kids Game,2021-04-23,,this game is my little sister's favourite and my favourite too,Erick Makhamba,5,1.1.1,love,,,
110,111,0.009975342,0.218436033,0.771588624,1,Breakfast Cooking - Kids Game,2021-04-22,,cool,Alex Viggiani,5,1.1.1,joy,,,
111,112,0.00225031,0.026069302,0.971680403,1,Breakfast Cooking - Kids Game,2021-04-04,,I like this game bc I like cooking xxx,Imogen Garrett,5,1.1.1,love,,,
112,113,0.222493112,0.735928953,0.04157798,0,Breakfast Cooking - Kids Game,2021-03-31,,۵۳۴۳۵۷ح۸۶,Hassan Karrabi,5,1.1.1,neutral,,,
113,114,0.918227613,0.071919329,0.009853089,0,Breakfast Cooking - Kids Game,2021-03-07,,I like it but it's not great I would not recommend it for older people like me like cuz I'm 8😑😑😑,Erin Taylor,3,1.1.0,disapproval,,,
114,115,0.066038191,0.354452819,0.57950896,1,Breakfast Cooking - Kids Game,2021-03-03,,Nice,Magwadi Nelson,1,,admiration,,,
115,116,0.001087027,0.008858767,0.990054131,1,Breakfast Cooking - Kids Game,2021-03-02,,"It's a very nice game to play, so I'll play this more often today! So yeah Les me get ready to play this game.",Jennifer Granger,5,1.1.0,excitement,,,
116,117,0.271582007,0.609336317,0.119081669,0,Breakfast Cooking - Kids Game,2021-02-25,,Hmmm naw,Mary Emmanuel,2,,neutral,,,
117,118,0.018400332,0.096878216,0.884721518,1,Breakfast Cooking - Kids Game,2021-02-24,,Because the ads and it is fun,Clint Mcgrath,4,1.1.0,joy,,,
118,119,0.060793415,0.329427898,0.609778702,1,Breakfast Cooking - Kids Game,2021-02-19,,Good,Vanessa Lynch,1,1.1.0,admiration,,,
119,120,0.002297322,0.008670133,0.989032507,1,Breakfast Cooking - Kids Game,2021-02-07,,It soo good but you can only do the thing near the gum again but it doesn't matter anyway this is the best game ever please download it it's actually very good and it's a healthy way to eat breakfast and there's a different type that is to prepare lunch for school so pleased download,Viviana Borrego,5,1.1.0,admiration,,,
120,121,0.060793415,0.329427898,0.609778702,1,Breakfast Cooking - Kids Game,2021-01-31,,Good,Kumutha Kumutha,2,1.1.0,admiration,,,
121,122,0.008846232,0.075487569,0.915666223,1,Breakfast Cooking - Kids Game,2021-01-27,,Good game,Charlene banks,5,1.1.0,gratitude,,,
122,123,0.168245882,0.480158776,0.351595342,1,Breakfast Cooking - Kids Game,2021-01-19,,Excellent,Kauthar Hassan,5,1.1.0,admiration,,,
123,124,0.009561963,0.102949671,0.887488425,1,Breakfast Cooking - Kids Game,2021-01-18,,I guess its kinda good but the options are only 5 I want 8 options,aikohonoka _0,3,1.1.0,approval,,,
124,125,0.288925558,0.628674507,0.082399942,0,Breakfast Cooking - Kids Game,2021-01-06,,Not too much food to pick,Nyjai Hoffer,2,,neutral,,,
125,126,0.061617281,0.392665207,0.545717537,1,Breakfast Cooking - Kids Game,2021-01-04,,Super,mani sarathi,5,1.1.0,admiration,,,
126,127,0.53440696,0.312634259,0.152958766,0,Breakfast Cooking - Kids Game,2020-12-23,,It looks like a nice game but I can't even download it to play it,Lisa Hamilton,1,,approval,,,
127,128,0.047293063,0.521081269,0.431625605,1,Breakfast Cooking - Kids Game,2020-12-21,,Just ok,Hyper gamerz,2,1.1.0,approval,,,
128,129,0.002803394,0.028047251,0.969149351,1,Breakfast Cooking - Kids Game,2020-12-20,,Its fun no problem s goody b,Florene Sankey,4,,amusement,,,
129,130,0.002467104,0.005940218,0.991592646,1,Breakfast Cooking - Kids Game,2020-12-15,,This game is amazing Love it,Bri Pope,5,1.1.0,excitement,,,
130,131,0.006187913,0.072735831,0.921076238,1,Breakfast Cooking - Kids Game,2020-12-15,,Challenging and fun!,Cynthia Judy Marie Kult,5,1.1.0,amusement,,,
131,132,0.002367983,0.005363317,0.992268741,1,Breakfast Cooking - Kids Game,2020-12-12,,This game is so cool I love it,Nubain Hair,5,1.1.0,joy,,,
132,133,0.001532995,0.005519165,0.992947817,1,Breakfast Cooking - Kids Game,2020-12-02,,This game is really good my lil sis love yo play it great job guys I think u can add more options of cooking thing love it😚😚🤩,Samia Farhan,5,1.1.0,admiration,,,
133,134,0.008094418,0.663604379,0.328301251,1,Breakfast Cooking - Kids Game,2020-11-21,,Im going to do 5 stars,Tomas Campos,5,1.1.0,neutral,,,
134,135,0.535908222,0.414317638,0.049774121,0,Breakfast Cooking - Kids Game,2020-11-12,,Not so intersting game,IRSHAD AHEMAD,2,,neutral,,,
135,136,0.001790788,0.00571717,0.99249202,1,Breakfast Cooking - Kids Game,2020-11-09,,I'm going to give five stars because this is so fun and I love it.I wish you intall and make some more games like this. Thank you,Izobelle Cerenado,5,,gratitude,,,
136,137,0.977075994,0.019513119,0.003410893,0,Breakfast Cooking - Kids Game,2020-10-31,,the game was super boring,RADHIKA MUNDRA MUSIC,1,,disappointment,,,
137,138,0.006835611,0.03646959,0.956694782,1,Breakfast Cooking - Kids Game,2020-10-30,,This game is nice just add some more levels in it,Emmanueal Masih,3,,approval,,,
138,139,0.001839734,0.014128642,0.984031618,1,Breakfast Cooking - Kids Game,2020-10-26,,It's great!,Gabby Gist,5,1.1.0,admiration,,,
139,140,0.285662532,0.529870331,0.184467107,0,Breakfast Cooking - Kids Game,2020-10-19,,Yfut,Mohammed Ibrahim,1,1.1.0,neutral,,,
140,141,0.924375296,0.06974341,0.005881304,0,Breakfast Cooking - Kids Game,2020-10-11,,🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢,Marks Issac,1,1.1.0,neutral,,,
141,142,0.005189485,0.029181421,0.965629041,1,Breakfast Cooking - Kids Game,2020-10-02,,Wow what a nice game but please the food is just a few so please can you add some to it and please add levels to it,Duah Donkor,5,1.1.0,admiration,,,
142,143,0.060793415,0.329427898,0.609778702,1,Breakfast Cooking - Kids Game,2020-09-23,,Good,Sami Rizwan,1,1.1.0,admiration,,,
143,144,0.002798032,0.005764306,0.991437733,1,Breakfast Cooking - Kids Game,2020-09-19,,I love this game it's amazing,Apryl Dickerson,5,1.1.0,excitement,,,
144,145,0.230182976,0.437056452,0.332760662,1,Breakfast Cooking - Kids Game,2020-09-18,,didnt download it yet but it is downloading why cant it download fast hate things that take too long please try and make it download fast nice game😂😀😀😀😀😀😀😀😀😀😀😀😀😇😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😇😇😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😇😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😇😇,Nanayaa Aboagye,5,,curiosity,,,
145,146,0.054850128,0.818738163,0.126411662,1,Breakfast Cooking - Kids Game,2020-09-18,,Verry use full app,መቅዲ ማራኪ,4,1.1.0,neutral,,,
146,147,0.149752259,0.695454776,0.154792979,1,Breakfast Cooking - Kids Game,2020-09-12,,I agree with some of u out there that i know it does the same thing over and over,Emma Bell,5,1.1.0,approval,,,
147,148,0.009444324,0.181271151,0.809284508,1,Breakfast Cooking - Kids Game,2020-09-08,,😋😋😋,Chanda Vanzara,5,,sadness,,,
148,149,0.066038191,0.354452819,0.57950896,1,Breakfast Cooking - Kids Game,2020-08-29,,Nice,kinza Khan,2,,admiration,,,
149,150,0.039332539,0.211899266,0.74876821,1,Breakfast Cooking - Kids Game,2020-08-29,,i have give 1 star first because good and 2 star interest games but many ads and only few recipes,Momina Mullick,2,1.1.0,approval,,,
